rowId,parentDocId,prodId,price,qty,catId,plusInsurance,carNo,prodPriceRowId,prodStockRowId,insurancePrice,accessoriesHelmet,accessoriesRaincoat,accessoriesHelmetFull,fromVoltage,toVoltage,fromSoc,toSoc
67,16136899822610259,16082768393640618,780,1,2,0,ENV-6091,12,7,,1,1,1,,,,
68,16137952140620577,1,11560,1,1,1,EQB-3278,11,7,,1,1,1,,,,
69,16137962139280809,,480,1,,,,11,7,,1,1,1,,,,
70,16138004875540433,16125000020610693,0,1,3,1,EMD-8121,11,8,,1,1,1,,,,
71,16138005883130435,,680,1,,,,11,8,,1,1,1,,,,
72,16139835748120995,16125000020610693,210,1,3,1,EMD-8121,11,8,,1,1,1,,,,
73,16143300250080993,16124993747740688,1940,1,3,1,EMD-8107,11,8,,1,1,1,,,,
74,16143301570710021,16125012869860104,580,1,3,1,EMD-8091,11,8,,1,1,1,,,,
75,16143302832880533,16125008403890571,1260,1,3,1,EMD-8102,11,8,,1,1,1,,,,
76,16143303747530494,16125154256620122,1700,1,3,1,EMD-6833,11,8,,1,1,1,,,,
77,16143305278220099,16125017300830820,1460,1,3,1,EMD-7161,11,8,,1,1,1,,,,
78,16143309889150348,16125015508540328,7480,1,3,0,EMD-7175,11,8,,1,1,1,,,,
79,16143311315570120,16125158066720152,246160,1,1,0,ENY-2305,11,7,0,1,1,1,,,,
80,16143312533660035,16095648365200399,209440,1,1,0,ENV-2192,11,7,100,1,1,1,,,,
81,16143313544180601,16082772492990522,6800,1,1,0,ENS-0855,11,7,,1,1,1,,,,
82,16143342325070939,16125017300830820,780,1,3,1,EMD-7161,11,8,,1,1,1,,,,
83,16143359330910042,,1910,1,,,,11,8,,1,1,1,,,,
84,16143883554530824,16125012869860104,780,1,3,1,EMD-8091,11,8,,1,1,1,,,,
85,16143884878670067,,680,1,,,,11,8,,1,1,1,,,,
86,16143929822910171,16125000020610693,780,1,3,1,EMD-8121,11,8,,1,1,1,,,,
87,16144127229050866,16125017300830820,1460,1,3,1,EMD-7161,11,8,,1,1,1,,,,
88,16144245722020716,16125000020610693,1460,1,3,1,EMD-8121,11,8,,1,1,1,,,,
89,16144773196530913,16124997733570176,780,1,3,1,EMD-7181,11,8,,1,1,1,,,,
90,16145739566870954,16124997733570176,680,1,3,0,EMD-7181,11,8,,1,1,1,,,,
91,16146732874460113,16146775356940917,1460,1,1,1,EQD3278,11,7,,1,1,1,,,,
92,16147343814870361,16125154256620122,580,1,3,1,EMD-6833,11,8,,1,1,1,,,,
93,16147344689240077,16125154256620122,680,1,3,0,EMD-6833,11,8,,1,1,1,,,,
94,16148422676900233,,680,1,,,,11,8,,1,1,1,,,,
95,16148438913210490,,680,1,,,,11,8,,1,1,1,,,,
96,16149074031840228,,680,1,,,,11,8,,1,1,1,,,,
97,16149126998460045,16146775356940917,680,1,1,0,EQD3278,11,7,,1,1,1,,,,
98,16149227638550350,16124993747740688,890,1,3,1,EMD-8107,11,8,,1,1,1,,,,
99,16149407797420102,16125012869860104,780,1,3,1,EMD-8091,11,8,,1,1,1,,,,
100,16149985866380847,,680,1,,,,11,8,,1,1,1,,,,
101,16150791527890248,16156137962070615,800,1,3,1,MKW-6097,11,8,,1,1,1,,,,
102,16150949564450689,16125017300830820,780,1,3,1,EMD-7161,11,8,,1,1,1,,,,
103,16151053272310114,16167282756620031,1130,1,3,1,EMD-7167,11,8,,1,1,1,,,,
104,16151890361380291,16125017300830820,780,1,3,1,EMD-7161,11,8,,1,1,1,,,,
105,16152528674020673,,1360,1,,,,11,8,,1,1,1,,,,
106,16152566247280754,,20400,1,,,,11,8,,1,1,1,,,,
107,16152578656690858,,21080,1,,,,11,8,,1,1,1,,,,
108,16152816700450684,16124993747740688,680,1,3,1,EMD-8107,11,8,,1,1,1,,,,
109,16153705632510270,16125017300830820,480,1,3,0,EMD-7161,11,8,,1,1,1,,,,
110,16154347186130455,16124997733570176,430,1,3,1,EMD-7181,11,8,,1,1,1,,,,
111,16154604069820353,16125012869860104,780,1,3,1,EMD-8091,11,8,,1,1,1,,,,
112,16155117649950379,,4080,1,,,,11,7,,1,1,1,,,,
113,16155194804670526,16124993747740688,680,1,3,0,EMD-8107,11,8,,1,1,1,,,,
114,16155490946430160,16125008403890571,1460,1,3,1,EMD-8102,11,8,,1,1,1,,,,
115,16156026050880119,16125154256620122,1460,1,3,1,EMD-6833,11,8,,1,1,1,,,,
116,16156064107480290,16125000020610693,20880,1,3,0,EMD-8121,11,8,,1,1,1,,,,
117,16156067043750927,16125154256620122,1460,1,3,1,EMD-6833,11,8,,1,1,1,,,,
118,16156186613980458,16124997733570176,680,1,3,0,EMD-7181,11,8,,1,1,1,,,,
119,16156187013260139,16146775356940917,480,1,1,0,EQD3278,11,7,,1,1,1,,,,
120,16156897357120641,16124993747740688,780,1,3,1,EMD-8107,11,8,,1,1,1,,,,
121,16156935687790532,16125015508540328,780,1,3,1,EMD-7175,11,8,,1,1,1,,,,
122,16156937278100499,16125012869860104,780,1,3,1,EMD-8091,11,8,,1,1,1,,,,
123,16157012010800886,16125154256620122,650,1,3,1,EMD-6833,11,8,,1,1,1,,,,
124,16157137290990219,16156137962070615,1370,1,3,1,MKW-6097,11,8,,1,1,1,,,,
125,16157720504970145,16125015508540328,1910,1,3,0,EMD-7175,11,8,,1,1,1,,,,
126,16157797983110045,,680,1,,,,11,8,,1,1,1,,,,
127,16157800407070774,16125017300830820,550,1,3,0,EMD-7161,11,8,,1,1,1,,,,
128,16158016561120609,16125012869860104,1460,1,3,1,EMD-8091,11,8,,1,1,1,,,,
129,16158061712280901,16124997733570176,780,1,3,1,EMD-7181,11,8,,1,1,1,,,,
130,16158070002610846,16125017300830820,780,1,3,1,EMD-7161,11,8,,1,1,1,,,,
131,16158591015270490,,480,1,,,,11,8,,1,1,1,,,,
132,16158669390080127,16125008403890571,780,1,3,1,EMD-8102,11,8,,1,1,1,,,,
133,16158729222210294,16125017300830820,780,1,3,1,EMD-7161,11,8,,1,1,1,,,,
134,16158739060490432,16125008403890571,1260,1,3,1,EMD-8102,11,8,,1,1,1,,,,
135,16158740587840608,16125154256620122,1260,1,3,1,EMD-6833,11,8,,1,1,1,,,,
136,16158879051260917,,1340,1,,,,11,8,,1,1,1,,,,
137,16159471094760287,16156137962070615,1460,1,3,1,MKW-6097,11,8,,1,1,1,,,,
138,16159471679150238,,680,1,,,,11,8,,1,1,1,,,,
139,16159477881580539,,680,1,,,,11,7,,1,1,1,,,,
140,16159480793580167,,220,1,,,,11,8,,1,1,1,,,,
141,16159481807540885,,680,1,,,,11,8,,1,1,1,,,,
142,16159496911120887,16146775356940917,780,1,1,1,EQD3278,11,7,,1,1,1,,,,
143,16159499923530595,,680,1,,,,11,7,,1,1,1,,,,
144,16159502252080481,,680,1,,,,11,7,,1,1,1,,,,
145,16159502971580084,,680,1,,,,11,8,,1,1,1,,,,
146,16159734066190493,16167313599000635,910,1,3,1,EMD-8099,11,8,,1,1,1,,,,
147,16160316889850178,,440,1,,,,11,8,,1,1,1,,,,
148,16160338792850457,16125015508540328,340,1,3,1,EMD-7175,11,8,,1,1,1,,,,
149,16160340544490174,16125008403890571,780,1,3,1,EMD-8102,11,8,,1,1,1,,,,
150,16160392964530444,16124997733570176,780,1,3,1,EMD-7181,11,8,,1,1,1,,,,
151,16160502323930818,16125017300830820,580,1,3,1,EMD-7161,11,8,,1,1,1,,,,
152,16160582753950179,16146775356940917,580,1,1,1,EQD3278,11,7,,1,1,1,,,,
153,16161165193030286,16124993747740688,780,1,3,1,EMD-8107,11,8,,1,1,1,,,,
154,16161167018270095,,680,1,,,,11,8,,1,1,1,,,,
155,16161264454890178,16125154256620122,1370,1,3,1,EMD-6833,11,8,,1,1,1,,,,
156,16161358072520231,16119272123390824,325,1,1,1,TEST-01,10,33,,1,1,1,,,,
157,16161407319470901,,680,1,,,,11,8,,1,1,1,,,,
158,16161468443620169,16125017300830820,790,1,3,1,EMD-7161,11,8,,1,1,1,,,,
159,16161946831140199,16119272123390824,400,1,1,,TEST-01,10,33,,1,1,1,,,,
160,16161951359250486,16119272123390824,400,1,1,,TEST-01,10,33,,1,1,1,,,,
161,16162066984150224,16124997733570176,780,1,3,1,EMD-7181,11,8,,1,1,1,,,,
162,16162145943110150,16125012869860104,780,1,3,1,EMD-8091,11,8,,1,1,1,,,,
163,16162880224150667,16125008403890571,480,1,3,0,EMD-8102,11,8,,1,1,1,,,,
164,16162881496610388,16156137962070615,680,1,3,1,MKW-6097,11,8,,1,1,1,,,,
165,16163818662550381,16156137962070615,780,1,3,1,MKW-6097,11,8,,1,1,1,,,,
166,16163912330340582,16163050691610116,1335,1,3,1,EMD-7166,10,34,,1,1,1,,,,
167,16163948592200444,16163055298410935,680,1,3,0,EMD-8101,13,34,,1,1,1,,,,
168,16164004311780128,16163056260430688,900,1,3,1,EMD-8135,13,34,,1,1,1,,,,
169,16164023109230959,,790,1,,,,13,33,,1,1,1,,,,
170,16164061912860060,16163047949620009,780,1,3,1,EMD-6819,13,34,,1,1,1,,,,
171,16164775815060680,16163048653940428,1440,1,3,1,EMD-6850,13,34,,1,1,1,,,,
172,16164776420100112,16163055819010977,1940,1,3,1,EMD-8112,13,34,,1,1,1,,,,
173,16164778655390037,16163058977980693,450,1,6,0,EWD-8870,10,36,,1,1,1,,,,
174,16164811771540926,16163054301810586,73900,1,3,0,EMD-8085,13,34,0,1,1,1,,,,
175,16164866213770950,16167282756620031,480,1,3,0,EMD-7167,11,8,,1,1,1,,,,
176,16165697804020545,16125008403890571,450,1,3,1,EMD-8102,11,8,,1,1,1,,,,
177,16165736960380774,16156137962070615,1460,1,3,1,MKW-6097,11,8,,1,1,1,,,,
178,16166461738640551,16167285041710220,580,1,3,1,EMD-8098,11,8,,1,1,1,,,,
179,16166596075830723,16166614081300456,780,1,3,1,EMD-6817,11,8,,1,1,1,,,,
180,16166709367960020,16167313599000635,1340,1,3,1,EMD-8099,11,8,,1,1,1,,,,
181,16167216993930672,16146775356940917,780,1,1,1,EQD3278,11,7,,1,1,1,,,,
182,16167290491900305,16167282756620031,1230,1,3,0,EMD-7167,11,8,,1,1,1,,,,
183,16167327602010322,16082772492990522,9060,1,1,0,ENS-0855,11,7,,1,1,1,,,,
184,16167343882710651,16082768393640618,21080,1,2,,ENV-6091,11,7,,1,1,1,,,,
185,16168054098920909,,680,1,,,,11,8,,1,1,1,,,,
186,16168054574970919,,680,1,,,,11,8,,1,1,1,,,,
187,16168055759700188,16166614081300456,1240,1,3,1,EMD-6817,11,8,,1,1,1,,,,
188,16168056957540128,,4540,1,,,,11,8,,1,1,1,,,,
189,16168056974340357,,252260,1,,,,11,8,,1,1,1,,,,
190,16168116454460122,,125120,1,,,,11,8,,1,1,1,,,,
191,16168116478790346,16167311669740784,125120,1,3,0,EMD-8090,11,8,0,1,1,1,,,,
192,16168122272690064,16167286944660870,1260,1,3,1,EMD-8133,11,8,,1,1,1,,,,
193,16168125540720612,,680,1,,,,13,34,,1,1,1,,,,
194,16168126140190682,,680,1,,,,13,34,,1,1,1,,,,
195,16168126619810033,,2040,1,,,,13,34,,1,1,1,,,,
196,16168127161140253,,1360,1,,,,13,34,,1,1,1,,,,
197,16168127627470275,,1360,1,,,,13,34,,1,1,1,,,,
198,16168128034620403,,680,1,,,,13,34,,1,1,1,,,,
199,16168129578120448,,680,1,,,,13,34,,1,1,1,,,,
200,16168130002580423,,1120,1,,,,13,34,,1,1,1,,,,
201,16168130544060884,,1360,1,,,,13,34,,1,1,1,,,,
202,16168132292560698,16156137962070615,780,1,3,1,MKW-6097,11,8,,1,1,1,,,,
203,16168144453210763,16082768393640618,19720,1,2,0,ENV-6091,11,7,,1,1,1,,,,
204,16168213318580010,16167285041710220,1440,1,3,1,EMD-8098,11,8,,1,1,1,,,,
205,16168286366610764,16146775356940917,780,1,1,1,EQD3278,11,7,,1,1,1,,,,
206,16168382953870567,16166614081300456,790,1,3,1,EMD-6817,11,8,,1,1,1,,,,
207,16169097796400209,16166614081300456,430,1,3,1,EMD-6817,11,8,,1,1,1,,,,
208,16169173988270852,16125154256620122,2360,1,3,1,EMD-6833,11,8,,1,1,1,,,,
209,16169800223130347,16125008403890571,910,1,3,1,EMD-8102,11,8,,1,1,1,,,,
210,16170040199200975,16166614081300456,680,1,3,0,EMD-6817,11,8,,1,1,1,,,,
211,16170740378680676,16125008403890571,580,1,3,1,EMD-8102,11,8,,1,1,1,,,,
212,16170742175350601,16146775356940917,2620,1,1,1,EQD3278,11,7,,1,1,1,,,,
213,16170744298640034,16167286944660870,780,1,3,1,EMD-8133,11,8,,1,1,1,,,,
214,16170750877290558,,480,1,,,,11,8,,1,1,1,,,,
215,16171642216620579,,680,1,,,,11,8,,1,1,1,,,,
216,16171763396400545,,680,1,,,,13,34,,1,1,1,,,,
217,16171763883850789,,1360,1,,,,13,34,,1,1,1,,,,
218,16171764373650329,,1360,1,,,,13,34,,1,1,1,,,,
219,16171765168490994,,1120,1,,,,13,34,,1,1,1,,,,
220,16171765591060444,,680,1,,,,13,34,,1,1,1,,,,
221,16171766210610242,,680,1,,,,13,34,,1,1,1,,,,
222,16171766672060511,,1360,1,,,,13,34,,1,1,1,,,,
223,16171767065310184,,680,1,,,,13,34,,1,1,1,,,,
224,16171767390560169,,680,1,,,,13,34,,1,1,1,,,,
225,16171767885800982,,2040,1,,,,13,34,,1,1,1,,,,
226,16171768313660711,,680,1,,,,13,34,,1,1,1,,,,
227,16171768775490664,,1360,1,,,,13,34,,1,1,1,,,,
228,16171782082370200,,20400,1,,,,11,8,,1,1,1,,,,
229,16172489967270160,16167282756620031,780,1,3,1,EMD-7167,11,8,,1,1,1,,,,
230,16172562767560390,,20400,1,,,,11,8,,1,1,1,,,,
231,16172642361320913,16125154256620122,580,1,3,1,EMD-6833,11,8,,1,1,1,,,,
232,16172644181260509,,20400,1,,,,11,8,,1,1,1,,,,
233,16172648824710210,16166614081300456,780,1,3,1,EMD-6817,11,8,,1,1,1,,,,
234,16172673170130994,16125154256620122,20600,1,3,0,EMD-6833,11,8,,1,1,1,,,,
235,16172676026500681,16125008403890571,800,1,3,1,EMD-8102,11,8,,1,1,1,,,,
236,16172720551680938,16167313599000635,20400,1,3,0,EMD-8099,11,8,,1,1,1,,,,
237,16172725477840738,,680,1,,,,11,8,,1,1,1,,,,
238,16172733904680166,16167285041710220,450,1,3,1,EMD-8098,11,8,,1,1,1,,,,
239,16173274645140591,16156137962070615,580,1,3,1,MKW-6097,11,8,,1,1,1,,,,
240,16173275415530977,,680,1,,,,11,8,,1,1,1,,,,
241,16173408024110186,16167286944660870,2140,1,3,1,EMD-8133,11,8,,1,1,1,,,,
242,16173500503370180,16156137962070615,430,1,3,0,MKW-6097,11,8,,1,1,1,,,,
243,16174131981370406,16167285041710220,1260,1,3,1,EMD-8098,11,8,,1,1,1,,,,
244,16174969826980719,16167282756620031,780,1,3,1,EMD-7167,11,8,,1,1,1,,,,
245,16174970461040854,,680,1,,,,11,8,,1,1,1,,,,
246,16175006024820106,,20400,1,,,,11,8,,1,1,1,,,,
247,16175072646050881,16167285041710220,780,1,3,1,EMD-8098,11,8,,1,1,1,,,,
248,16175079373500900,16156137962070615,1220,1,3,1,MKW-6097,11,8,,1,1,1,,,,
249,16176739074420287,16166614081300456,680,1,3,0,EMD-6817,11,8,,1,1,1,,,,
250,16176899841080237,16167285041710220,20400,1,3,0,EMD-8098,11,8,,1,1,1,,,,
251,16177930304900629,,2150,1,,,,11,8,,1,1,1,,,,
252,16177930326710117,16156137962070615,2830,1,3,0,MKW-6097,11,8,,1,1,1,,,,
253,16178440314250816,16166614081300456,1460,1,3,1,EMD-6817,11,8,,1,1,1,,,,
254,16178617106650016,16163050691610116,20950,1,3,0,EMD-7166,13,34,,1,1,1,,,,
255,16178618156990752,16163048273310550,550,1,3,0,EMD-6832,13,34,,1,1,1,,,,
256,16178618470820720,16163045221800850,550,1,3,0,EMD-6816,13,34,,1,1,1,,,,
257,16178619013950262,16163049906160692,550,1,3,0,EMD-7160,13,34,,1,1,1,,,,
258,16178619294320010,16163055614790252,550,1,3,0,EMD-8110,13,34,,1,1,1,,,,
259,16178619638020353,16163055298410935,550,1,3,0,EMD-8101,13,34,,1,1,1,,,,
260,16178806774490444,16125008403890571,36720,1,3,0,EMD-8102,11,8,,1,1,1,,,,
261,16179345261840406,16146775356940917,19720,1,1,0,EQD3278,11,7,,1,1,1,,,,
262,16179516108020506,16163055079740101,440,1,3,0,EMD-8096,13,34,,1,1,1,,,,
263,16179516381670142,16163051357580678,440,1,3,0,EMD-7172,13,34,,1,1,1,,,,
264,16179516657400494,16163051812090410,440,1,3,0,EMD-7180,13,34,,1,1,1,,,,
265,16179517013840876,16163058977980693,320,1,6,0,EWD-8870,10,36,,1,1,1,,,,
266,16179534915900929,16167282756620031,42160,1,3,0,EMD-7167,11,8,0,1,1,1,,,,
267,16180368900560551,16166614081300456,1330,1,3,1,EMD-6817,11,8,,1,1,1,,,,
268,16181189153270701,16125000020610693,760,1,3,1,EMD-8121,11,8,,1,1,1,,,,
269,16181378782440517,,680,1,,,,11,8,,1,1,1,,,,
270,16181383735510623,16167286944660870,2040,1,3,1,EMD-8133,11,8,,1,1,1,,,,
271,16183866976640677,,680,1,,,,11,8,,1,1,1,,,,
272,16184551323280858,16184522797870235,480,1,3,0,EMD-6812,12,38,,1,1,1,,,,
273,16184664124390665,,680,1,,,,11,8,,1,1,1,,,,
274,16184665003470278,,2040,1,,,,11,8,,1,1,1,,,,
278,16184716416540233,16184520717040138,4760,1,3,0,EMD-6809,12,38,,1,1,1,,,,
279,16185363573700180,16186315255360949,600,1,3,1,EMS-3121,1,8,,1,1,1,,,,
280,16185421877520050,,680,1,,,,11,8,,1,1,1,,,,
281,16185441429020932,,680,1,,,,11,8,,1,1,1,,,,
282,16186275717350957,,1360,1,,,,11,8,,1,1,1,,,,
283,16186275745070917,,1360,1,,,,11,8,,1,1,1,,,,
284,16186286940860193,,680,1,,,,11,8,,1,1,1,,,,
285,16186372994660318,,680,1,,,,12,7,,1,1,1,,,,
286,16186382137350199,16125000020610693,1285,1,3,1,EMD-8121,1,8,,1,1,1,,,,
287,16187975685370007,,680,1,,,,12,38,,1,1,1,,,,
288,16187976083470081,,680,1,,,,12,38,,1,1,1,,,,
289,16187976478260418,,1360,1,,,,12,38,,1,1,1,,,,
290,16187976865520865,,680,1,,,,12,38,,1,1,1,,,,
291,16188100505150671,16184528103370022,660,1,3,0,EMD-7158,12,38,,1,1,1,,,,
292,16188101749750813,16184535661730907,660,1,3,0,EMD-8117,12,38,,1,1,1,,,,
293,16188102302190788,16184538683320581,450,1,6,0,EWK-6375,19,39,,1,1,1,,,,
294,16188130301760509,16184536317630481,550,1,3,0,EMD-8128,12,38,,1,1,1,,,,
295,16188202807890609,,297,1,,,,1,8,,1,1,1,,,,
296,16189108709380006,16184524289900213,330,1,3,0,EMD-6813,12,38,,1,1,1,,,,
297,16191533000080893,16184536087570081,680,1,3,0,EMD-8120,12,38,,1,1,1,,,,
298,16191533440590281,16184524289900213,680,1,3,0,EMD-6813,12,38,,1,1,1,,,,
299,16191533834840801,16184530066880243,660,1,3,0,EMD-7173,12,38,,1,1,1,,,,
300,16191534336630716,16184538683320581,450,1,6,0,EWK-6375,19,39,,1,1,1,,,,
301,16191534656270622,16184525754760426,660,1,3,0,EMD-6827,12,38,,1,1,1,,,,
302,16191534658600384,16184525754760426,660,1,3,0,EMD-6827,12,38,,1,1,1,,,,
303,16191535003630874,16184531223650099,660,1,3,0,EMD-8109,12,38,,1,1,1,,,,
304,16191601993300724,,680,1,,,,12,38,,1,1,1,,,,
305,16191602922000148,,680,1,,,,12,38,,1,1,1,,,,
306,16191603477750157,,1360,1,,,,12,38,,1,1,1,,,,
307,16191603918950618,,680,1,,,,12,38,,1,1,1,,,,
308,16191604340940350,16184529855520396,1160,1,3,0,EMD-7159,12,38,,1,1,1,,,,
309,16192317586170533,16184531223650099,680,1,3,0,EMD-8109,12,38,,1,1,1,,,,
310,16192318115510051,16184536317630481,480,1,3,0,EMD-8128,12,38,,1,1,1,,,,
311,16192321493430285,16184530282810316,480,1,3,0,EMD-7179,12,38,,1,1,1,,,,
312,16192435103310436,16184530838180336,550,1,3,0,EMD-8105,12,38,,1,1,1,,,,
313,16192438815870307,16184526299930124,550,1,3,0,EMD-6831,12,38,,1,1,1,,,,
314,16192439187630127,16184538438760351,550,1,1,0,ENE-2808,12,37,,1,1,1,,,,
315,16194036436580371,16184528103370022,680,1,3,0,EMD-7158,12,38,,1,1,1,,,,
316,16194039256540368,16184538683320581,450,1,6,0,EWK-6375,19,39,,1,1,1,,,,
317,16194039858610816,16184536317630481,680,1,3,0,EMD-8128,12,38,,1,1,1,,,,
318,16194117984000153,16184526299930124,680,1,3,0,EMD-6831,12,38,,1,1,1,,,,
319,16194147210690436,16184540058020082,660,1,9,0,ENC-9358,12,40,,1,1,1,,,,
320,16195716814110208,16184536479620092,680,1,3,0,EMD-8129,12,38,,1,1,1,,,,
321,16195846327420721,16184538683320581,450,1,6,0,EWK-6375,19,39,,1,1,1,,,,
322,16196772741250339,16184526299930124,550,1,3,0,EMD-6831,12,38,,1,1,1,,,,
323,16196773054340569,16184527696070178,550,1,3,0,EMD-6838,12,38,,1,1,1,,,,
324,16196777977200110,16184536479620092,550,1,3,0,EMD-8129,12,38,,1,1,1,,,,
325,16196885486780803,16184529855520396,220,1,3,0,EMD-7159,12,38,,1,1,1,,,,
326,16197064114190659,16197040349500367,680,1,2,1,ENV-6090,21,41,100,1,1,1,,,,
327,16197532781410520,16184530519270113,680,1,3,0,EMD-8103,12,38,,1,1,1,,,,
328,16197533122960613,16184526299930124,680,1,3,0,EMD-6831,12,38,,1,1,1,,,,
329,16197533364750513,16184538438760351,680,1,1,0,ENE-2808,12,37,,1,1,1,,,,
330,16197533649760090,16184527133390407,680,1,3,0,EMD-6836,12,38,,1,1,1,,,,
331,16197534313770722,16184527696070178,680,1,3,0,EMD-6838,12,38,,1,1,1,,,,
332,16197534914850587,16184530066880243,680,1,3,0,EMD-7173,12,38,,1,1,1,,,,
333,16197535130290491,16184530282810316,680,1,3,0,EMD-7179,12,38,,1,1,1,,,,
334,16197535636380326,16184526033100598,680,1,3,0,EMD-6828,12,38,,1,1,1,,,,
335,16197536562170260,16184531223650099,680,1,3,0,EMD-8109,12,38,,1,1,1,,,,
336,16197537020220101,16184536479620092,680,1,3,0,EMD-8129,12,38,,1,1,1,,,,
337,16197537355700884,16184520717040138,680,1,3,0,EMD-6809,12,38,,1,1,1,,,,
338,16197537678980043,16184524289900213,680,1,3,0,EMD-6813,12,38,,1,1,1,,,,
339,16197537961540597,16184525223990788,680,1,3,0,EMD-6826,12,38,,1,1,1,,,,
340,16199210495910307,16184526033100598,680,1,3,0,EMD-6828,12,38,,1,1,1,,,,
341,16199212201110788,16184524762620761,680,1,3,0,EMD-6818,12,38,,1,1,1,,,,
342,16199214020690581,16184530995730998,680,1,3,0,EMD-8106,12,38,,1,1,1,,,,
343,16200252434550963,16166614081300456,440,1,3,0,EMD-6817,11,8,,1,1,1,,,,
344,16200256664800595,16166614081300456,440,1,3,0,EMD-6817,11,8,,1,1,1,,,,
345,16200272106730725,16166614081300456,440,1,3,0,EMD-6817,11,8,,1,1,1,,,,
346,16200283142520647,16166614081300456,1580,1,3,,EMD-6817,11,8,,1,1,1,,,,
347,16200286544000911,16186316854890706,680,1,3,0,ENU-0666,11,8,0,1,1,1,,,,
348,16200287381350115,16166614081300456,15970,1,3,0,EMD-6817,11,8,,1,1,1,,,,
349,16200287992800537,16167286944660870,12570,1,3,0,EMD-8133,11,8,,1,1,1,,,,
350,16200288262470202,16186320996670289,680,1,3,0,EMS-1056,11,8,0,1,1,1,,,,
351,16200291490540146,16186316854890706,32970,1,3,0,ENU-0666,11,8,,1,1,1,,,,
352,16200292236180772,16186318762810020,11280,1,2,0,ENV-6092,12,7,,1,1,1,,,,
353,16200298799390989,16200297486130286,20400,1,3,0,ENT-3279,11,8,0,1,1,1,,,,
354,16200300905010393,16200296401250967,1110,1,3,1,EMD-6820,11,8,,1,1,1,,,,
355,16200312372380831,16125000020610693,330,1,3,0,EMD-8121,11,8,,1,1,1,,,,
356,16200330901570837,,680,1,,,,11,8,,1,1,1,,,,
357,16200350370300635,,4650,1,,,,11,8,,1,1,1,,,,
358,16200901557150330,16125000020610693,37400,1,3,0,EMD-8121,11,8,0,1,1,1,,,,
359,16200902526500259,16186316854890706,32640,1,3,0,ENU-0666,11,8,,1,1,1,,,,
360,16201859729330966,16184536479620092,680,1,3,0,EMD-8129,12,38,,1,1,1,,,,
361,16201860137940418,16184536317630481,680,1,3,0,EMD-8128,12,38,,1,1,1,,,,
362,16201860394510067,16184530838180336,680,1,3,0,EMD-8105,12,38,,1,1,1,,,,
363,16202882133000103,16184536479620092,330,1,3,0,EMD-8129,12,38,,1,1,1,,,,
364,16202884048520962,16184538683320581,240,1,6,0,EWK-6375,19,39,,1,1,1,,,,
365,16202884373020309,16186313188420516,240,1,6,0,EWK-6376,19,39,,1,1,1,,,,
366,16202884704570552,16202882995940451,330,1,9,0,EMU-7973,12,40,,1,1,1,,,,
367,16202891144710824,,5500,1,,,,11,8,,1,1,1,,,,
368,16202957655540359,16156137962070615,1370,1,3,1,MKW-6097,12,38,,1,1,1,,,,
369,16202960403680222,,680,1,,,,12,38,,1,1,1,,,,
370,16202962466040354,16184520717040138,210,1,3,1,EMD-6809,12,38,,1,1,1,,,,
371,16202965165090272,,34660,1,,,,12,38,,1,1,1,,,,
372,16203533873410883,16167285041710220,780,1,3,1,EMD-8098,11,8,100,1,1,1,,,,
374,16203560354880895,16163058448600179,70680,1,2,0,ENV-6085,14,35,,1,1,1,,,,
375,16203561502640611,16163049906160692,680,1,3,0,EMD-7160,13,34,,1,1,1,,,,
376,16203562007660841,16163050691610116,2720,1,3,0,EMD-7166,13,34,,1,1,1,,,,
377,16203573626920891,16163043600060872,680,1,3,0,EMD-6808,13,34,,1,1,1,,,,
378,16203575470010996,16163045221800850,680,1,3,0,EMD-6816,13,34,,1,1,1,,,,
379,16203582890210222,16082768393640618,5800,1,2,0,ENV-6091,12,7,0,1,1,1,,,,
380,16203587451290640,16082772492990522,5500,1,1,0,ENS-0855,12,7,0,1,1,1,,,,
381,16203591387320971,16200305309060968,10700,1,3,0,EMU-7965,11,8,0,1,1,1,,,,
382,16203593604570229,16125008403890571,110,1,3,0,EMD-8102,11,8,0,1,1,1,,,,
383,16203595319640888,16125154256620122,5500,1,3,0,EMD-6833,11,8,0,1,1,1,,,,
384,16203658504860644,16186315255360949,5500,1,3,0,EMS-3121,11,8,0,1,1,1,,,,
385,16203663241400677,16186320996670289,16050,1,3,0,EMS-1056,11,8,0,1,1,1,,,,
386,16203696222560388,16184538683320581,400,1,6,0,EWK-6375,19,39,,1,1,1,,,,
387,16203696810670011,16184530838180336,550,1,3,0,EMD-8105,12,38,,1,1,1,,,,
388,16203697113540301,16184536479620092,550,1,3,0,EMD-8129,12,38,,1,1,1,,,,
389,16203697469660975,16184528103370022,550,1,3,0,EMD-7158,12,38,,1,1,1,,,,
390,16203772834390982,16184529855520396,330,1,3,0,EMD-7159,12,38,,1,1,1,,,,
391,16203774266800631,16203773885110534,220,1,3,0,EMD-8092,12,38,,1,1,1,,,,
392,16204556924720340,16167313599000635,1110,1,3,1,EMD-8099,11,8,,1,1,1,,,,
393,16204561636190631,16167285041710220,780,1,3,1,EMD-8098,11,8,,1,1,1,,,,
394,16204582462780107,,600,1,,,,22,44,,1,1,1,,,,
395,16204607105020326,,450,1,,,,24,43,,1,1,1,,,,
396,16204608079350040,,1200,1,,,,22,44,,1,1,1,,,,
