rowId,parentDocId,prodId,price,qty,catId,plusInsurance,carNo,prodPriceRowId,prodStockRowId,insurancePrice,accessoriesHelmet,accessoriesRaincoat,accessoriesHelmetFull,fromVoltage,toVoltage,fromSoc,toSoc
2782,17104760253830644,16124993747740688,650,1,3,0,EMD-8107,89,99,0,1,1,0,,,,
2783,17104760994680763,16124993747740688,650,1,3,0,EMD-8107,89,99,0,1,1,0,,,,
2784,17104761712740667,16124993747740688,650,1,3,0,EMD-8107,89,99,0,1,1,0,,,,
2785,17104762459370785,16124993747740688,650,1,3,0,EMD-8107,89,99,0,1,1,0,,,,
2786,17104763033470477,16124993747740688,650,1,3,0,EMD-8107,89,99,0,1,1,0,,,,
2787,17108192477420991,16186313188420516,550,1,6,0,EWK-6376,72,90,,1,0,0,,,,
2788,17108210053080585,16186313188420516,1700,1,6,0,EWK-6376,72,90,,0,0,0,,,,
2789,17108409993800016,,0,1,3,,,39,58,,,,,,,,
2790,17116978525240716,,600,1,3,,,11,8,,,,,,,,
2791,17116978525130886,,600,1,3,,,11,8,,,,,,,,
2792,17116978525240233,,600,1,3,,,11,8,,,,,,,,
